transaction_date,transaction_id,transaction_amount
2023-02-13,gFk8AyIXJsXPDk28BKgR,2100
2023-02-12,Byiw9cNyhx5KavGJR9LY,1600
2023-02-11,6z3NtcHgtOoT87KzTMip,2700
2023-02-20,cp1MKeQQYjXIvYYmi8dG,750
2023-02-12,qTFhKclFItlEvdslrDE3,2100
2023-02-22,4n5drxwqHZCkaZz7eDJe,4000
2023-02-23,BEkAxQE7pqUQUiRB2TFP,1000
2023-02-07,tQtZ5XGMi5s2LIuCfdY2,1000
2023-02-13,HGpQHoAkdsplArMZhn5f,1400
2023-02-13,46hjIrHjRX2MmB0ev2Hn,1500
2023-02-18,xDp6skIevTJHjfU6oR5e,880
2023-02-06,UtOIjUhit47MCIIfgJsx,500
2023-02-16,U1zcqN6gsxzrNs2uvJlW,1400
2023-02-13,Ysw4FaJsjHu47pqhtjC4,800
2023-02-16,ehccoUoi2HhLGPBUS8Be,1000
2023-02-09,zqYd9D8JeScXnSVnDPlj,600
2023-02-09,orPFIfQw6XbLJiWhkPnp,4000
2023-02-12,7A6HBHrym3WrV3GoLKuR,750
2023-02-25,gse4FJD87KeUSQIq1z2a,1810
2023-02-20,JIVV1a7jsp8ErLJCwcz4,1690
2023-02-16,7x1VVzVYYVAnO87d0LZp,500
2023-02-08,agDXqKgF3oegrhbforTy,2200
2023-02-12,bLBq0Rtg46Aapk3mLhLc,1300
2023-02-18,GHk4axvMKgrvIhlCQcFZ,1500
2023-02-14,3JeYfO0DdzWaEuj7j1qY,2200
2023-02-12,vv9HFbsOiA5u3kud3Yqg,700
2023-02-07,fz87BQXbr36iAl2BodpW,1000
2023-02-15,3WT8iW4te6YDOYBBBdQ1,3300
2023-02-25,psPbRNkgOdalAMXMMJQt,750
2023-02-13,eL64Hc5P1D6uHc7al7HT,1500
2023-02-25,uWQu6BWeLkLXZzxmVLV9,1690
2023-02-22,bMheUyKlx3zUTZzUkHtb,2300
2023-02-22,WUq7s3BihlVK13Nw3k3i,1610
2023-02-13,o5WYopZ7ls4RKh3Qtvul,2400
2023-02-12,lsmd056b2JuZvLFEeC9Q,4000
2023-02-24,gFOc6QNc4nlJSxbsBZMP,4000
2023-02-11,cUc9fJ1piuQ8Jf7BwMv5,1090
2023-02-15,P0UoBgQmKxwpyZz7N09q,750
2023-02-08,B2BWlylTdDSTXsAQBV40,500
2023-02-13,LmwyEz54Bj50QN7CAn9y,600
2023-02-18,FArfTjuUyHAiRxL0ZW5i,3100
2023-02-07,jYW9a4tPmK7XKgTHUM7w,700
2023-02-13,wOdiEFeBtAMSq8bEXnEh,2400
2023-02-07,EhW73BmGjzQSbca526cY,1400
2023-02-11,KyVMmETVXBDzcc1ZAQN0,3300
2023-02-09,MuH1yknDVyp2H6o7TlNN,750
2023-02-16,MY2HGRIYZZXBtwO41ofW,1400
2023-02-12,y9dXsFOv3NDmx4Y9pYFf,1100
2023-02-13,IUDb6CipK8ILubLfbMjo,500
2023-02-13,CA9X3dTd8WpJKPV7EqdO,2200
2023-02-13,795uGSnrRj3Vubd2w8TY,2100
2023-02-08,f1g1Kpw7a4FNAbPVLSnj,3300
2023-02-07,8pMPtCa4q8l8leo8c8xX,1000
2023-02-24,QU7Mu1OnZwEXjzFLETUe,3560
2023-02-12,jaglv6IZnrzVdP9SRyuM,750
2023-02-20,0zbr17lY8hZzRiu5I370,2350
2023-02-07,78P0P0Uve9K2QQHpcymX,1500
2023-02-13,IHOfA8aMNtTTmjwAXy2g,2100
2023-02-12,67AOLsuEhgK56E4MpKK9,3500
2023-02-17,xHVddDFQoIUTnUXIXOhI,500
2023-02-12,mYfcygoGyAZTYkgZ4Rr9,3400
2023-02-12,J22gx1Gn7R4MSwNToQgc,500
2023-02-13,ARX8L2JKwh8zXrFDaEVc,500
2023-02-07,1CRl6XtI0OAavkJcxgmH,1400
2023-02-08,6sjkHfphNADGuCgRDH0P,600
2023-02-12,9jHlxN7wwyWlfmEdPKGn,1500
2023-02-08,okfz8k2yP008aWbUWr8u,1500
2023-02-10,gnNjjh5gS71DlrRUcTAj,1500
2023-02-13,ZMNHzcrVcTteG8yhx3Ox,500
2023-02-19,JEIOfLeYeD0HCIJcsZz4,1400
2023-02-14,v1ygyXP7fheiTdd49Qy4,600
2023-02-12,zAkMGSHGC5kw0iSLtBvr,3900
2023-02-13,s3mzA3GorKWi78wi73vd,3300
2023-02-11,1bSQ9ubVSa4EJJDjYP5p,900
2023-02-11,cEjG0BVM1nbAs3R8YDP1,2600
2023-02-08,DfXgxX4wgNoQdcH47TKE,500
2023-02-12,36OjmH8ItKFHToWVxsmZ,1600
2023-02-16,Al56s6YsAU2AFlkNPmbs,2300
2023-02-13,PKCvdYP6eCAQjZmo6Rlv,700
2023-02-09,t2k03BipXfqFoejYMUAp,1000
2023-02-13,FtrIgrmi5CFbWt2mJuAx,2200
2023-02-12,2iVAZ8gaVw31gqLe8YNN,4000
2023-02-13,9kPfaZwSd85LjodEf7Bv,750
2023-02-13,OadjTY73xn4IIp53uHAl,800
2023-02-09,VIuCvPeZU0VGZ2rFNJn1,2100
2023-02-12,iNyFfXeWaGYTYnnzGFSN,600
2023-02-12,zn19TfMIf1cqFLz7vOSh,1000
2023-02-12,c4PQORBsDddiHDPeKkTK,1400
2023-02-08,QwJ2xbCl6sBxmdXLMQT2,2200
2023-02-17,6qkGPNyES44El1SAPF6B,3000
2023-02-14,PBG8GmoUulmEZauMSJt7,500
2023-02-08,U0PsBVk7DHzxUvDdhzvz,3500
2023-02-07,jYNMgj34fpFlr39W2RFC,1400
2023-02-08,wcuI6ehHwMK50d9Uqq5K,1700
2023-02-08,f1wG33037fIH3X7Tutz6,2100
2023-02-07,aycX7MXS3qilFN2UD1Ex,500
2023-02-12,rZmNj9qzRwyiQfQXgwXe,600
2023-02-13,6QkstTNxMs4VUZKfgKU9,1400
2023-02-08,6gTWkuchja0zhFKnLfqL,4000
2023-02-21,4QsX6mTEnNswzlakrumT,1180
2023-02-15,0hC21WGLnrfnuoooVf8O,800
2023-02-12,OZHLU0s8190g1X4843Wl,2100
2023-02-12,qStoeVoWXK6HL7sXZEkw,1400
2023-02-08,roxhYrDQpKvMjX7WLQOl,4000
2023-02-19,mzaZNAHFCKw0SnMTk4pk,1250
2023-02-12,4py65DNrGGdoh6Jpt1fL,1400
2023-02-18,ADPWXWY2FybYtlTMRXOO,2100
2023-02-22,DfAcu0UNK30lTl1D9qLT,2100
2023-02-17,paL5pBAUQdzT9d0tPdgF,600
2023-02-12,G0qx2fbopdKqOd5OnSwv,2100
2023-02-23,Q0fF7JrvAJhm0I5U16B1,500
2023-02-21,YH9icN0ptKeyhSpYU1B5,500
2023-02-10,K7CwEaKoMptaK4RBoq3e,500
2023-02-01,OK6fGYYQF6Tm011EtzaS,1000
2023-02-15,dmAPi72nhUqQmN4SLc5e,2100
2023-02-08,Lg6vInwPz5zdAnjWIHL7,3300
2023-02-13,rvoJ87ULWvgaYlMkvLi3,800
2023-02-08,94RyWnIobVG27owcyiSn,2300
2023-02-14,kmvumszwiAIDjyx6lHAl,2500
2023-02-12,iPrYp8owK7Yqw4tz8cy3,1400
2023-02-09,wMeCVNXufLW1K4dxrrRU,700
2023-02-13,ruGCtlv72B9dDm2GJwew,1000
2023-02-18,ReZ5rjIzwOUn057rn2j4,2250
2023-02-12,W4uJ5BgRU5kMgrCXDSXB,1700
2023-02-20,jlPEi6TjEAdD8RYSKHfD,900
2023-02-12,gZNzJi0e0yvcTAkmDA5H,3100
2023-02-07,lkQk04Q7LTWlzH9YcDCP,4000
2023-02-20,0GmlEMFihOAOsL3TqxFo,3300
2023-02-15,MgbJyfGpShtF2X5tOklK,500
2023-02-15,t6dljCGK8FTxghwkvef3,1300
2023-02-13,951rxM1u8qa1A4HvGs9I,2100
2023-02-15,URSlXPJ3QvC8JYCKp4bN,1000
2023-02-27,Z7Tg9xN3NZjLMY4lNZxw,1800
2023-02-16,8ceIUt6kuAydm4zCCeCv,2300
2023-02-13,NBcoDNwKc4ILCgw3FWyX,800
2023-02-24,TEtdE4H7Wb67NSesvebc,1310
2023-02-17,YOJf4TM9T4TcFM3e58Cs,3250
2023-02-10,cWxLIu8HISOt0U1KFUpj,1150
2023-02-14,opIiZEOFNTxD42ZLE8UR,750
2023-02-13,6N7PlP2tZ9tQiiX7OeQS,500
2023-02-15,5i0gmrhev0nLPYcBViTS,1630
2023-02-21,v9ZKOw0h4qVB7zyJCyoD,2160
2023-02-10,V2Qat39voMUP0u6bmSBL,3300
2023-02-12,UyFwTE4pXfVSron7GTIA,600
2023-02-22,8MyowG4l0SjrXg67A70t,200
2023-02-08,ar7L9s4zl0iTm0Ecm7gM,2200
2023-02-08,M3rJzsxa9rGt6VwfVQob,2100
2023-02-19,RWjgFYsTqPTJfjgeK7Km,1400
2023-02-20,RPcC4zX42TIEexVfWe2s,940
2023-02-08,Pwqz8k7CdKT1nv7NeFzu,1500
2023-02-09,Ehuxu5LySX6ntOWWjmXF,4000
2023-02-12,Yj2aXhSyvA1gfmXMm4Sm,2100
2023-02-15,z8Y4cm61sLfemjAc4uoo,2100
2023-02-08,FpKaPLxtNsWaf3YOP71b,1300
2023-02-24,s1jL8JIk7yU23qpwvI0e,810
2023-02-15,SxuEaqGxH2Sf8dBUlomV,900
2023-02-12,ZCRELnnpXzmURVvYOeGJ,1400
2023-02-12,S47jNUaqRkNAf9bM8l4h,2100
2023-02-12,3wIwe1Klfv6pRytjsuXu,1340
2023-02-12,heVtcFP8PoV3YrnhGIlb,2400
2023-02-13,hix3vWy3nglZDvOsBd98,1400
2023-02-15,hSZn1noQhq6SKE1CErT7,500
2023-02-10,pyoCuBx16kBZ6Q9JHWSl,500
2023-02-08,dgsAFiFo8TxDkiIr0n2w,3300
2023-02-08,ph2Lu8pH3yIZdZwzSwHq,500
2023-02-26,YghZ3brm3LGqkz3LdX9Q,2490
2023-02-14,FurPi4m1tKoMxwzofWLG,500
2023-02-17,O2F5G2YckII4NmNZuDU8,800
2023-02-12,WgxRJC9wIY0zsN6BXfu4,500
2023-02-26,FiCB6ATdu2EzWIaETqSQ,1400
2023-02-23,t5AAcLvpfOL86dPtFQqh,2200
2023-02-13,V3Cv9sckaR1zvQRixVEr,1400
